TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE,DURATION,DURATION_UNIT,DEADLINE,DEADLINE_LANG
task,"Make games like barrel toss, cornhole, cribbage in the shape of a fish.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,"In the RV, above the bathroom door, there is a large gap. Find a piece of wood, paint or stain it gray like the office trim, and install it there so sound and smell doesn’t come out so easily.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Build a wood pallet table with the center cutout for our propane burner.,"I bought an outdoor glass propane heater. But it doesn't have a table.

That's what this task is asking you to build.",4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Porch Covering,,,,,,,,,,,,
task,Sand and seal the log porch covering with the clear sealant.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Install gutters on porch covering AFTER it’s stained.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Fix the cockeyed panels on the porch covering roof.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Driveway,,,,,,,,,,,,
task,Find two 16’ logs and shave down. The paint sealant on it. For the driveway entrance.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Excavation,,,,,,,,,,,,
task,"Excavate the electrical trench from chicken coop to the office, then to the Tiny House.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Excavate the electrical and plumbing trench to the RV.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Excavate the plumbing line from the well pump house all the way to the office.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Dig two holes for the urine and grey water tanks for the RV.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Dig two holes for the urine and grey water tanks for the Tiny House.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Dig an 8x8x8 hole for a generator housing and water pump house on top with washer and dryer inside.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Excavator - Dig a trench for a RV gray water outlet.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Finish excavating the hole for the greenhouse.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Remove the stumps by sporting goods covering.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Remove the stumps by the porch covering.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Remove the stumps by the chicken coop.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Dig an 8x16x8 hole for food cellar.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Sections for Work Area,,,,,,,,,,,,
task,Auto,,4,1,Britt (47606195),,,,America/Los_Angeles,,,,
task,Construction Plumbing supplies,,4,1,Britt (47606195),,,,America/Los_Angeles,,,,
task,Power tools,Drawer system,4,1,Britt (47606195),,,,America/Los_Angeles,,,,
task,Work Bench,- treated 4x4s,4,1,Britt (47606195),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Shed,,,,,,,,,,,,
task,Relocate driveway bricks to shed. +,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
