TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE,DURATION,DURATION_UNIT,DEADLINE,DEADLINE_LANG
note," [[file {""file_name"":""image-1.webp"",""file_size"":434742,""file_type"":""image/webp"",""file_url"":""https://files.todoist.com/ZsoXVOsuIlWQkr57hV1M1qFFbOEp8doNxHM9LwCVTef7pNplkllli6MdHPzEWFN0/by/47554087/as/file.webp"",""image"":null,""image_height"":null,""image_width"":null,""resource_type"":""image"",""upload_state"":""completed""}]]",,,,Spencer (47554087),,2024-10-01T18:44:59.725000Z,,,,,,
note," [[file {""file_name"":""image-3.webp"",""file_size"":249818,""file_type"":""image/webp"",""file_url"":""https://files.todoist.com/PIiZDvNY0xpqBKHRhS-kVwBoclwUViVzCRfnMzgP9KSXNXs8yhrszR85-U1YH54z/by/47554087/as/file.webp"",""image"":null,""image_height"":null,""image_width"":null,""resource_type"":""image"",""upload_state"":""completed""}]]",,,,Spencer (47554087),,2024-10-01T18:44:59.752000Z,,,,,,
note," [[file {""file_name"":""image.webp"",""file_size"":468780,""file_type"":""image/webp"",""file_url"":""https://files.todoist.com/QWnlhHRA91MVeJ5A4zO3i64IxuQrbQhi1fVWuKVvMlXy7n85K7GfOPfsQFdEnNWZ/by/47554087/as/file.webp"",""image"":null,""image_height"":null,""image_width"":null,""resource_type"":""image"",""upload_state"":""completed""}]]",,,,Spencer (47554087),,2024-10-01T18:44:59.772000Z,,,,,,
note," [[file {""file_name"":""running-to-them.webp"",""file_size"":569078,""file_type"":""image/webp"",""file_url"":""https://files.todoist.com/IpObHywbZDh6uzJ4skwYEnRBa-IMTIll-u_WVXkWBV2VtsfG8I2hWOxLwSEMGq2L/by/47554087/as/file.webp"",""image"":null,""image_height"":null,""image_width"":null,""resource_type"":""image"",""upload_state"":""completed""}]]",,,,Spencer (47554087),,2024-10-01T18:44:59.789000Z,,,,,,
,,,,,,,,,,,,,
section,What am I great at?,,,,,,,,,,,,
task,SEO,"I know how to optimize things, measure results and produce great content.",4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Negotiating large web development projects.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Launch an SEO only company or rebrand TPC to SEO?,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Outsource Advertising,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Applying for Jobs,,,,,,,,,,,,
task,[Careers](https://10up.com/careers/),,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Zip Recruiter,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Remote.co,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,FlexJobs,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Apply on ZipRecruiter. @Emergencies,,1,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,The Portland Company,,,,,,,,,,,,
task,SEO for TPC is the best way to generate sales.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,"Video marketing is the next best option, but costs advertising dollars.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Brittany Hill Studios,,,,,,,,,,,,
task,Social Media Marketing is the best way to generate sales for BHS.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Signage for BHS is the next best option.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,"Video marketing is the next best option for BHS, but costs advertising dollars.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Order ultra custom business cards for brittany.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Film Production,,,,,,,,,,,,
task,"Building our portfolio of web commercials for BHS, TPC, etc... helps us get clients.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Building our portfolio of storytelling helps us attract attention and show how we're unique.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,"We can use these to solicit Sunriver business. Which provides us a sense of security should there be economic tyranny again, or should internet have problems.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,"We can form Pacific Tales with these, and we can form Sunriver Video Production & Commercial Photography Services - then marketing on social media with these portfolio pieces.",,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Santa Origin Story,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Create the first cut of the drone film.,,3,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Activites in Sunriver,,,,,,,,,,,,
task,Tennis at Fort Rock,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Baseball at Fort Rock,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Fishing,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,BBQ with Friends,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Play Instruments,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Make a Movie,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Take line dancing classes with the girls.,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
section,Reading Lists,,,,,,,,,,,,
task,Read a book on trauma.,"Here are some books written by Christians that address processing trauma:

1. **“Try Softer” by Aundi Kolber**

• A compassionate guide blending faith and psychology to help people process trauma gently and effectively.

2. **“The Body Keeps the Score” by Bessel van der Kolk (Christian Edition by Mary Ellen Mann)**

• The Christian adaptation ties faith-based reflections to trauma recovery principles.

3. **“Suffering and the Heart of God” by Diane Langberg**

• Offers biblical insights and practical advice on healing from trauma and helping others.

4. **“Healing the Wounded Heart” by Dan B. Allender**

• Focuses on addressing sexual abuse through a Christ-centered approach.

5. **“Redeeming Heartache” by Dan Allender and Cathy Loerzel**

• Explores how pain and trauma can lead to deeper transformation and intimacy with God.

6. **“From Lost to Found” by Nicole Zasowski**

• Shares personal stories of overcoming loss and trauma through faith.

7. **“Beauty for Ashes” by Joyce Meyer**

• A classic on recovering from emotional wounds with biblical principles.

8. **“Shattered Dreams” by Larry Crabb**

• Explores how pain and loss can lead to spiritual growth and intimacy with God.

These books combine Christian theology with therapeutic insights to help readers navigate trauma and healing.",4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,"Read books by Plato, Socrates and Aristotle.","**By Plato was a student of Socrates, Socrates didn't write any books.**

1. **“The Apology”**

• Socrates’ defense during his trial in Athens.

2. **“The Republic”**

• Explores justice, the ideal society, and the philosopher-king, with Socratic dialogue as the foundation.

3. **“Crito”**

• A discussion on justice, law, and civil obedience.

4. **“Phaedo”**

• Covers Socrates’ final hours and his thoughts on the immortality of the soul.

5. **“Meno”**

• Investigates the nature of virtue and whether it can be taught.

Aristotle, unlike Socrates, wrote extensively, and many of his works have become foundational texts in Western philosophy, science, and other disciplines. Here are some of Aristotle’s most famous works:

**Philosophy and Ethics:**

1. **“Nicomachean Ethics”**

• Explores the nature of virtue, happiness, and the good life.

2. **“Eudemian Ethics”**

• Another treatise on ethics, with some overlap with the *Nicomachean Ethics*.

3. **“Politics”**

• Examines human society, governance, and the ideal state.

4. **“Metaphysics”**

• Investigates the nature of reality, being, and existence.

5. **“Rhetoric”**

• A treatise on the art of persuasion and communication.

6. **“Poetics”**

• Analyzes literary forms, especially tragedy, and discusses elements of storytelling.

**Science and Logic:**

7. **“Organon”** (a collection of works on logic)

• Includes texts like *Categories*, *On Interpretation*, and *Prior Analytics*, foundational for the study of formal logic.

8. **“Physics”**

• Discusses natural phenomena and the principles of change and motion.

9. **“On the Soul” (De Anima)**

• Explores psychology, the nature of the soul, and its relationship to the body.

10. **“History of Animals”**

• A biological study of animals, including their anatomy, habits, and classifications.

11. **“On the Heavens”**

• Examines cosmology and the structure of the universe.

12. **“Generation and Corruption”**

• Focuses on the processes of change in nature.

Aristotle’s works laid the groundwork for numerous fields and remain deeply influential in philosophy, ethics, political science, and natural sciences.",4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
task,Dan S. Kennedy - Author,,4,1,Spencer (47554087),,,,America/Los_Angeles,,,,
,,,,,,,,,,,,,
